frames,parents,incoming,override,round,candidate,ns_block
128,2,1,false,7,1,74.3647
128,2,1,false,7,0,329.5856333333333
128,2,1,true,0,0,406.98993333333334
128,2,1,true,0,1,81.8934
128,2,1,true,1,1,82.4242
128,2,1,true,1,0,404.6847666666667
128,2,1,true,2,0,402.1616333333333
128,2,1,true,2,1,82.36276666666667
128,2,1,true,3,1,82.00156666666666
128,2,1,true,3,0,408.7399
128,2,1,true,4,0,416.3474
128,2,1,true,4,1,82.14943333333333
128,2,1,true,5,1,82.4716
128,2,1,true,5,0,404.98153333333335
128,2,1,true,6,0,401.1608
128,2,1,true,6,1,81.8116
128,2,1,true,7,1,82.5417
128,2,1,true,7,0,409.13483333333335
128,2,4,false,0,0,1394.1754666666666
128,2,4,false,0,1,332.1191333333333
128,2,4,false,1,1,304.8052
128,2,4,false,1,0,1524.6483
128,2,4,false,2,0,1444.6337
128,2,4,false,2,1,300.8088333333333
128,2,4,false,3,1,297.56693333333334
128,2,4,false,3,0,1461.2775333333334
128,2,4,false,4,0,1538.8115333333333
128,2,4,false,4,1,300.6689333333333
128,2,4,false,5,1,313.1989
128,2,4,false,5,0,1489.4520666666667
128,2,4,false,6,0,1541.7755
128,2,4,false,6,1,304.9250666666667
128,2,4,false,7,1,336.51143333333334
128,2,4,false,7,0,1488.6255
128,2,4,true,0,0,1466.4823666666666
128,2,4,true,0,1,310.2424
128,2,4,true,1,1,316.26553333333334
128,2,4,true,1,0,1565.0903666666666
128,2,4,true,2,0,1606.0632666666668
128,2,4,true,2,1,312.57393333333334
128,2,4,true,3,1,313.8084666666667
128,2,4,true,3,0,1493.8876333333333
128,2,4,true,4,0,1450.9879666666666
128,2,4,true,4,1,308.0457666666667
128,2,4,true,5,1,315.6005
128,2,4,true,5,0,1447.6377333333332
128,2,4,true,6,0,1468.8162666666667
128,2,4,true,6,1,308.5462
128,2,4,true,7,1,311.3824666666667
128,2,4,true,7,0,1476.8984333333333
128,4,1,false,0,0,596.9526333333333
128,4,1,false,0,1,106.00083333333333
128,4,1,false,1,1,105.2507
128,4,1,false,1,0,581.8488
128,4,1,false,2,0,573.2608
128,4,1,false,2,1,102.99563333333333
128,4,1,false,3,1,103.17956666666667
128,4,1,false,3,0,583.6298
128,4,1,false,4,0,562.0532
128,4,1,false,4,1,104.2375
